ID	Pe_F	Pe_R	Pe_ratio	Span_F	Span_R	Span_ratio
CR626927.1:1991290-1991303-1991842-1991855	780	0	0.0	259	0	0.0
CR626927.1:1992348-1992360-1992469-1992481	1338	0	0.0	541	1	0.0
CR626927.1:1997954-1997969-1998547-1998562	1112	0	0.0	340	0	0.0
CR626927.1:2000123-2000135-2000487-2000499	152	0	0.0	53	0	0.0
CR626927.1:2001394-2001407-2001608-2001621	18	0	0.0	7	0	0.0
CR626927.1:2001960-2001975-2002630-2002645	8	0	0.0	2	0	0.0
CR626927.1:200281-200292-200693-200704	1036	0	0.0	323	0	0.0
CR626927.1:2005458-2005471-2005802-2005815	674	0	0.0	222	0	0.0
CR626927.1:2014952-2014963-2015683-2015694	140	0	0.0	40	0	0.0
CR626927.1:2015711-2015724-2016155-2016168	12	0	0.0	3	0	0.0
CR626927.1:2018148-2018159-2018875-2018886	1336	0	0.0	582	0	0.0
CR626927.1:2019152-2019165-2019203-2019216	350	0	0.0	182	4	0.02
CR626927.1:202262-202275-202831-202844	888	0	0.0	281	0	0.0
CR626927.1:2023573-2023586-2023907-2023920	48	0	0.0	19	0	0.0
CR626927.1:2023988-2023999-2024708-2024719	340	0	0.0	141	0	0.0
CR626927.1:2025260-2025273-2025559-2025572	688	0	0.0	229	0	0.0
CR626927.1:2029081-2029092-2029655-2029666	18	0	0.0	6	0	0.0
CR626927.1:2033303-2033314-2033871-2033882	366	0	0.0	152	0	0.0
CR626927.1:2035557-2035569-2035771-2035783	240	0	0.0	92	0	0.0
CR626927.1:2036016-2036028-2036226-2036238	422	0	0.0	150	0	0.0
CR626927.1:2037502-2037516-2038080-2038094	132	0	0.0	55	0	0.0
CR626927.1:2038246-2038257-2038742-2038753	252	0	0.0	93	0	0.0
CR626927.1:2039108-2039121-2039282-2039295	66	0	0.0	26	0	0.0
CR626927.1:2040193-2040207-2040502-2040516	210	0	0.0	60	0	0.0
CR626927.1:204059-204072-204378-204391	492	0	0.0	178	0	0.0
CR626927.1:2040911-2040922-2041338-2041349	158	0	0.0	58	0	0.0
CR626927.1:2043646-2043661-2044084-2044099	124	0	0.0	41	0	0.0
CR626927.1:2044334-2044347-2045070-2045083	102	0	0.0	31	0	0.0
CR626927.1:2045583-2045597-2045678-2045692	68	0	0.0	17	0	0.0
CR626927.1:2048967-2048978-2049507-2049518	14	0	0.0	3	0	0.0
CR626927.1:205160-205173-205767-205780	2176	0	0.0	789	0	0.0
CR626927.1:2053610-2053621-2053939-2053950	32	0	0.0	9	0	0.0
CR626927.1:2054015-2054026-2054288-2054299	22	0	0.0	7	0	0.0
CR626927.1:2054596-2054607-2055303-2055314	24	0	0.0	9	0	0.0
CR626927.1:2055398-2055409-2055677-2055688	38	0	0.0	13	0	0.0
CR626927.1:2056389-2056402-2056861-2056874	22	0	0.0	8	0	0.0
CR626927.1:2059036-2059047-2059567-2059578	18	0	0.0	8	0	0.0
CR626927.1:2059928-2059939-2060532-2060543	14	0	0.0	2	0	0.0
CR626927.1:2064961-2064974-2065274-2065287	56	0	0.0	23	0	0.0
CR626927.1:2067019-2067032-2067289-2067302	2	0	0.0	0	0	NA
CR626927.1:206749-206762-207031-207044	1124	0	0.0	371	0	0.0
CR626927.1:2077226-2077239-2077802-2077815	280	0	0.0	91	0	0.0
CR626927.1:2078649-2078663-2078776-2078790	144	0	0.0	51	0	0.0
CR626927.1:2081185-2081198-2081673-2081686	2	0	0.0	0	0	NA
CR626927.1:2082665-2082678-2082882-2082895	4	0	0.0	1	0	0.0
CR626927.1:2083918-2083931-2084636-2084649	4	0	0.0	2	0	0.0
CR626927.1:208941-208972-209425-209456	174	0	0.0	44	0	0.0
CR626927.1:2097000-2097013-2097149-2097162	138	0	0.0	54	0	0.0
CR626927.1:2097494-2097505-2098042-2098053	166	0	0.0	54	0	0.0
CR626927.1:2099082-2099093-2099610-2099621	88	0	0.0	31	0	0.0
CR626927.1:2101646-2101660-2102334-2102348	690	0	0.0	236	0	0.0
CR626927.1:2106164-2106175-2106279-2106290	1270	0	0.0	581	1	0.0
CR626927.1:2106553-2106569-2106730-2106746	1818	0	0.0	518	0	0.0
CR626927.1:211208-211219-211615-211626	366	0	0.0	108	0	0.0
CR626927.1:2112335-2112346-2113072-2113083	596	0	0.0	222	0	0.0
CR626927.1:2114973-2114984-2115168-2115179	412	0	0.0	139	0	0.0
CR626927.1:2119-2132-2382-2395	176	0	0.0	63	0	0.0
CR626927.1:2119129-2119140-2119799-2119810	1514	0	0.0	571	0	0.0
CR626927.1:2120726-2120739-2120966-2120979	662	0	0.0	210	0	0.0
CR626927.1:212166-212179-212749-212762	134	0	0.0	46	0	0.0
CR626927.1:2122322-2122336-2122753-2122767	824	0	0.0	293	0	0.0
CR626927.1:2122845-2122859-2123052-2123066	666	0	0.0	222	0	0.0
CR626927.1:2123484-2123497-2123811-2123824	782	0	0.0	274	0	0.0
CR626927.1:2123879-2123893-2124432-2124446	1070	0	0.0	374	0	0.0
CR626927.1:2126462-2126475-2126696-2126709	1826	0	0.0	640	0	0.0
CR626927.1:2126746-2126759-2127305-2127318	2750	2	0.0	922	0	0.0
CR626927.1:2129280-2129293-2129845-2129858	222	0	0.0	84	0	0.0
CR626927.1:2130283-2130302-2130373-2130392	886	0	0.0	302	1	0.0
CR626927.1:2148259-2148272-2148373-2148386	86	0	0.0	37	0	0.0
CR626927.1:2148467-2148479-2148857-2148869	118	0	0.0	44	0	0.0
CR626927.1:2154128-2154144-2154514-2154530	324	0	0.0	109	0	0.0
CR626927.1:2154798-2154817-2155346-2155365	94	0	0.0	44	0	0.0
CR626927.1:2156610-2156623-2156827-2156840	2	0	0.0	1	0	0.0
CR626927.1:2156970-2156981-2157463-2157474	4	0	0.0	2	0	0.0
CR626927.1:2168779-2168792-2169043-2169056	4	0	0.0	1	0	0.0
CR626927.1:2169342-2169355-2169614-2169627	10	0	0.0	3	0	0.0
CR626927.1:2172381-2172395-2172747-2172761	22	0	0.0	8	0	0.0
CR626927.1:2174978-2174991-2175178-2175191	8	0	0.0	3	0	0.0
CR626927.1:2177049-2177063-2177742-2177756	18	0	0.0	7	0	0.0
CR626927.1:2186202-2186216-2186639-2186653	826	0	0.0	304	0	0.0
CR626927.1:2195565-2195576-2195799-2195810	510	0	0.0	191	0	0.0
CR626927.1:2197100-2197115-2197728-2197743	1310	0	0.0	529	0	0.0
CR626927.1:219895-219906-220444-220455	1404	0	0.0	544	0	0.0
CR626927.1:22042-22056-22616-22630	58	0	0.0	17	0	0.0
CR626927.1:2205203-2205216-2205304-2205317	644	0	0.0	268	0	0.0
CR626927.1:2207447-2207461-2207827-2207841	2108	0	0.0	674	0	0.0
CR626927.1:220974-220987-221297-221310	422	0	0.0	144	0	0.0
CR626927.1:2216204-2216217-2216254-2216267	596	0	0.0	303	11	0.04
CR626927.1:2217128-2217139-2217589-2217600	1440	0	0.0	477	0	0.0
CR626927.1:2218597-2218611-2219285-2219299	172	0	0.0	60	0	0.0
CR626927.1:2219411-2219422-2220009-2220020	242	0	0.0	106	0	0.0
CR626927.1:2231139-2231151-2231259-2231271	368	0	0.0	153	0	0.0
CR626927.1:2231439-2231454-2232005-2232020	384	0	0.0	127	0	0.0
CR626927.1:2234283-2234297-2234995-2235009	128	0	0.0	38	0	0.0
CR626927.1:2238115-2238130-2238800-2238815	2784	0	0.0	882	0	0.0
CR626927.1:2241056-2241067-2241462-2241473	1368	0	0.0	423	0	0.0
CR626927.1:2242310-2242323-2242929-2242942	128	0	0.0	30	0	0.0
CR626927.1:2246172-2246185-2246233-2246246	2	0	0.0	0	0	NA
CR626927.1:2247600-2247613-2247703-2247716	22	0	0.0	8	0	0.0
CR626927.1:225720-225733-226195-226208	30	0	0.0	13	0	0.0
CR626927.1:2266572-2266585-2267139-2267152	378	0	0.0	147	0	0.0
CR626927.1:2269330-2269343-2269848-2269861	612	0	0.0	212	0	0.0
CR626927.1:2273710-2273723-2274126-2274139	1996	0	0.0	750	0	0.0
CR626927.1:2280920-2280933-2281045-2281058	2166	0	0.0	888	4	0.0
CR626927.1:2282839-2282859-2283112-2283132	4	90	0.96	1	26	0.96
CR626927.1:2286397-2286410-2286687-2286700	7756	2	0.0	2580	0	0.0
CR626927.1:2289354-2289370-2289401-2289417	452	0	0.0	207	1	0.0
CR626927.1:2299669-2299680-2299965-2299976	84	0	0.0	33	0	0.0
CR626927.1:2301232-2301245-2301486-2301499	40	0	0.0	11	0	0.0
CR626927.1:2306369-2306382-2307011-2307024	90	0	0.0	27	0	0.0
CR626927.1:2309617-2309630-2310011-2310024	62	0	0.0	24	0	0.0
CR626927.1:2312108-2312122-2312436-2312450	90	0	0.0	32	0	0.0
CR626927.1:231232-231245-231885-231898	720	0	0.0	238	0	0.0
CR626927.1:2316402-2316413-2316709-2316720	336	0	0.0	106	0	0.0
CR626927.1:2318104-2318117-2318164-2318177	28	0	0.0	14	1	0.07
CR626927.1:2318729-2318740-2319205-2319216	22	0	0.0	5	0	0.0
CR626927.1:2319873-2319887-2320285-2320299	30	0	0.0	8	0	0.0
CR626927.1:2325751-2325766-2326175-2326190	102	0	0.0	37	0	0.0
CR626927.1:2327204-2327219-2327369-2327384	12	0	0.0	6	0	0.0
CR626927.1:2339713-2339724-2339959-2339970	4	0	0.0	2	0	0.0
CR626927.1:2340381-2340392-2340675-2340686	6	0	0.0	3	0	0.0
CR626927.1:2341726-2341737-2341823-2341834	4	0	0.0	2	0	0.0
CR626927.1:23428-23439-23914-23925	478	0	0.0	165	0	0.0
CR626927.1:2344240-2344254-2344683-2344697	206	0	0.0	86	0	0.0
CR626927.1:2344887-2344900-2345356-2345369	236	0	0.0	77	0	0.0
CR626927.1:2345532-2345543-2345979-2345990	594	0	0.0	204	0	0.0
CR626927.1:234661-234673-235157-235169	1246	0	0.0	80	0	0.0
CR626927.1:2348297-2348312-2348442-2348457	500	0	0.0	177	0	0.0
CR626927.1:2352499-2352512-2352837-2352850	352	0	0.0	121	0	0.0
CR626927.1:2355875-2355889-2356329-2356343	744	0	0.0	231	0	0.0
CR626927.1:2356385-2356396-2356846-2356857	906	0	0.0	292	0	0.0
CR626927.1:2362946-2362959-2363608-2363621	1044	0	0.0	353	0	0.0
CR626927.1:2365959-2365971-2366123-2366135	1714	0	0.0	579	0	0.0
CR626927.1:2371975-2371988-2372315-2372328	1984	0	0.0	669	0	0.0
CR626927.1:2372463-2372476-2373100-2373113	2398	0	0.0	870	0	0.0
CR626927.1:237286-237297-237913-237924	2800	0	0.0	1043	0	0.0
CR626927.1:2374366-2374378-2374665-2374677	312	0	0.0	101	0	0.0
CR626927.1:2377038-2377050-2377102-2377114	20	0	0.0	9	0	0.0
CR626927.1:2378877-2378888-2379433-2379444	98	0	0.0	34	0	0.0
CR626927.1:2380291-2380311-2381010-2381030	2	0	0.0	0	0	NA
CR626927.1:2381290-2381304-2381548-2381562	48	0	0.0	15	0	0.0
CR626927.1:2388043-2388054-2388259-2388270	2694	0	0.0	932	0	0.0
CR626927.1:2388375-2388388-2388860-2388873	2960	0	0.0	1065	0	0.0
CR626927.1:238895-238908-239339-239352	4088	0	0.0	1327	0	0.0
CR626927.1:2390722-2390733-2391305-2391316	3350	0	0.0	1251	0	0.0
CR626927.1:2393068-2393090-2393159-2393181	174	0	0.0	63	2	0.03
CR626927.1:2395327-2395340-2395533-2395546	316	0	0.0	111	0	0.0
CR626927.1:2396974-2396987-2397312-2397325	156	0	0.0	64	0	0.0
CR626927.1:2398391-2398402-2399003-2399014	20	0	0.0	8	0	0.0
CR626927.1:2401625-2401640-2402183-2402198	20	0	0.0	4	0	0.0
CR626927.1:2402878-2402889-2403280-2403291	38	0	0.0	13	0	0.0
CR626927.1:2403702-2403715-2404125-2404138	114	0	0.0	40	0	0.0
CR626927.1:2405813-2405826-2405968-2405981	114	0	0.0	39	0	0.0
CR626927.1:2406646-2406666-2406725-2406745	2	0	0.0	1	0	0.0
CR626927.1:2407282-2407295-2407827-2407840	6	0	0.0	3	0	0.0
CR626927.1:2408026-2408042-2408157-2408173	26	0	0.0	18	0	0.0
CR626927.1:2409937-2409948-2410113-2410124	4	0	0.0	1	0	0.0
CR626927.1:2416549-2416583-2416917-2416951	1702	0	0.0	383	0	0.0
CR626927.1:2417060-2417074-2417112-2417126	142	0	0.0	59	0	0.0
CR626927.1:2422717-2422731-2422931-2422945	2556	0	0.0	831	0	0.0
CR626927.1:2424481-2424503-2424555-2424577	1510	0	0.0	609	4	0.01
CR626927.1:2425965-2425985-2426031-2426051	2096	0	0.0	904	4	0.0
CR626927.1:2429230-2429241-2429593-2429604	842	0	0.0	308	0	0.0
CR626927.1:2431314-2431329-2431405-2431420	848	0	0.0	355	2	0.01
CR626927.1:2433200-2433212-2433631-2433643	2524	0	0.0	845	0	0.0
CR626927.1:2436191-2436204-2436649-2436662	818	0	0.0	301	0	0.0
CR626927.1:2437822-2437833-2438332-2438343	140	0	0.0	48	0	0.0
CR626927.1:2438664-2438678-2439231-2439245	140	0	0.0	35	0	0.0
CR626927.1:243906-243917-244462-244473	1596	0	0.0	553	0	0.0
CR626927.1:2439672-2439686-2439859-2439873	148	0	0.0	61	0	0.0
CR626927.1:2442141-2442169-2442231-2442259	822	2	0.0	255	0	0.0
CR626927.1:2442643-2442655-2442753-2442765	704	0	0.0	305	2	0.01
CR626927.1:2451903-2451919-2452051-2452067	332	0	0.0	124	0	0.0
CR626927.1:2454344-2454358-2454647-2454661	142	0	0.0	42	0	0.0
CR626927.1:2456079-2456091-2456234-2456246	44	0	0.0	14	0	0.0
CR626927.1:2460825-2460840-2460901-2460916	420	0	0.0	187	0	0.0
CR626927.1:2462346-2462359-2462419-2462432	34	0	0.0	16	0	0.0
CR626927.1:2465155-2465168-2465427-2465440	1470	0	0.0	496	0	0.0
CR626927.1:2466723-2466734-2467001-2467012	1578	0	0.0	568	0	0.0
CR626927.1:2468676-2468689-2469004-2469017	8512	0	0.0	2766	0	0.0
CR626927.1:2469329-2469349-2469415-2469435	10	0	0.0	4	0	0.0
CR626927.1:2471718-2471729-2471982-2471993	2	0	0.0	0	0	NA
CR626927.1:2472041-2472055-2472756-2472770	2	0	0.0	1	0	0.0
CR626927.1:2472895-2472908-2473056-2473069	12	0	0.0	4	0	0.0
CR626927.1:2474700-2474714-2475159-2475173	24	0	0.0	9	0	0.0
CR626927.1:2476541-2476552-2476687-2476698	54	0	0.0	24	0	0.0
CR626927.1:2479412-2479425-2479574-2479587	44	0	0.0	16	0	0.0
CR626927.1:247969-247982-248221-248234	1386	0	0.0	480	0	0.0
CR626927.1:2480397-2480410-2480999-2481012	26	0	0.0	10	0	0.0
CR626927.1:2481215-2481227-2481829-2481841	14	0	0.0	4	0	0.0
CR626927.1:2482030-2482041-2482673-2482684	60	0	0.0	23	0	0.0
CR626927.1:2483635-2483647-2483715-2483727	26	0	0.0	15	1	0.06
CR626927.1:2484092-2484105-2484351-2484364	34	0	0.0	11	0	0.0
CR626927.1:2485910-2485923-2486639-2486652	56	0	0.0	20	0	0.0
CR626927.1:2486720-2486733-2486771-2486784	40	0	0.0	25	0	0.0
CR626927.1:248860-248874-249246-249260	4970	0	0.0	1649	0	0.0
CR626927.1:2491751-2491765-2492192-2492206	206	0	0.0	77	0	0.0
CR626927.1:24943-24965-25073-25095	2232	0	0.0	1053	0	0.0
CR626927.1:249604-249619-250176-250191	3810	0	0.0	1300	0	0.0
CR626927.1:2497462-2497475-2497742-2497755	46	0	0.0	17	0	0.0
CR626927.1:2505364-2505378-2505459-2505473	20	0	0.0	8	0	0.0
CR626927.1:2506901-2506916-2507141-2507156	6	0	0.0	2	0	0.0
CR626927.1:2511001-2511016-2511307-2511322	166	0	0.0	72	0	0.0
CR626927.1:2511840-2511853-2512487-2512500	6	0	0.0	2	0	0.0
CR626927.1:2512951-2512965-2513185-2513199	6	0	0.0	2	0	0.0
CR626927.1:2513714-2513725-2514407-2514418	6	0	0.0	1	0	0.0
CR626927.1:2514762-2514777-2515394-2515409	118	0	0.0	44	0	0.0
CR626927.1:2515929-2515942-2516590-2516603	800	0	0.0	275	0	0.0
CR626927.1:251802-251816-252328-252342	3478	0	0.0	1194	0	0.0
CR626927.1:2525515-2525528-2526115-2526128	8	0	0.0	2	0	0.0
CR626927.1:2529605-2529617-2529726-2529738	6	0	0.0	3	0	0.0
CR626927.1:2530364-2530377-2530633-2530646	4	0	0.0	0	0	NA
CR626927.1:2531388-2531401-2531457-2531470	134	0	0.0	52	0	0.0
CR626927.1:2531942-2531955-2532225-2532238	48	0	0.0	16	0	0.0
CR626927.1:2539138-2539151-2539575-2539588	24	0	0.0	6	0	0.0
CR626927.1:2540694-2540709-2541212-2541227	16	0	0.0	2	0	0.0
CR626927.1:2545431-2545445-2545491-2545505	136	0	0.0	66	1	0.01
CR626927.1:2548568-2548582-2548628-2548642	222	0	0.0	112	2	0.02
CR626927.1:2550930-2550941-2551324-2551335	248	0	0.0	90	0	0.0
CR626927.1:2552341-2552356-2552420-2552435	1098	0	0.0	480	5	0.01
CR626927.1:2556028-2556042-2556530-2556544	328	0	0.0	109	0	0.0
CR626927.1:2557480-2557491-2557568-2557579	28	0	0.0	12	0	0.0
CR626927.1:2558376-2558389-2558795-2558808	32	0	0.0	10	0	0.0
CR626927.1:2564636-2564649-2564820-2564833	34	0	0.0	11	0	0.0
CR626927.1:2565350-2565361-2565960-2565971	224	0	0.0	78	0	0.0
CR626927.1:256910-256924-257297-257311	704	0	0.0	253	0	0.0
CR626927.1:2574237-2574249-2574528-2574540	602	0	0.0	204	0	0.0
CR626927.1:2576088-2576103-2576146-2576161	260	0	0.0	130	0	0.0
CR626927.1:2577661-2577674-2577972-2577985	404	0	0.0	126	0	0.0
CR626927.1:2579159-2579172-2579687-2579700	100	0	0.0	34	0	0.0
CR626927.1:2581605-2581616-2582281-2582292	30	0	0.0	11	0	0.0
CR626927.1:2583207-2583220-2583411-2583424	74	0	0.0	18	0	0.0
CR626927.1:258971-258985-259486-259500	800	0	0.0	274	0	0.0
CR626927.1:2590529-2590542-2590663-2590676	360	0	0.0	171	0	0.0
CR626927.1:2594229-2594240-2594760-2594771	2174	0	0.0	762	0	0.0
CR626927.1:2596106-2596117-2596644-2596655	1064	0	0.0	385	0	0.0
CR626927.1:2597267-2597280-2597878-2597891	1230	0	0.0	374	0	0.0
CR626927.1:2598476-2598489-2599099-2599112	1422	0	0.0	406	0	0.0
CR626927.1:2599127-2599138-2599730-2599741	1384	0	0.0	497	0	0.0
CR626927.1:2603463-2603474-2604036-2604047	1732	0	0.0	626	0	0.0
CR626927.1:2607399-2607412-2608010-2608023	2988	0	0.0	1152	0	0.0
CR626927.1:2609589-2609600-2609885-2609896	2766	0	0.0	927	0	0.0
CR626927.1:2614201-2614215-2614669-2614683	2	0	0.0	1	0	0.0
CR626927.1:2622601-2622615-2622650-2622664	190	0	0.0	105	8	0.07
CR626927.1:2623235-2623249-2623490-2623504	424	0	0.0	146	0	0.0
CR626927.1:2624805-2624818-2625138-2625151	4382	0	0.0	1424	0	0.0
CR626927.1:2629276-2629289-2629857-2629870	286	0	0.0	106	0	0.0
CR626927.1:2633407-2633418-2634061-2634072	150	0	0.0	55	0	0.0
CR626927.1:263346-263357-263608-263619	866	0	0.0	228	0	0.0
CR626927.1:2634233-2634244-2634767-2634778	32	0	0.0	10	0	0.0
CR626927.1:2635691-2635704-2636169-2636182	18	0	0.0	4	0	0.0
CR626927.1:2639603-2639616-2639901-2639914	936	2	0.0	315	0	0.0
CR626927.1:2643533-2643552-2643867-2643886	678	0	0.0	197	0	0.0
CR626927.1:2644717-2644728-2645241-2645252	2424	0	0.0	615	0	0.0
CR626927.1:2646093-2646104-2646175-2646186	166	0	0.0	83	4	0.05
CR626927.1:2647660-2647673-2647894-2647907	24	0	0.0	7	0	0.0
CR626927.1:2652711-2652726-2652789-2652804	46	0	0.0	18	0	0.0
CR626927.1:2655756-2655768-2655983-2655995	462	0	0.0	157	0	0.0
CR626927.1:2656219-2656232-2656620-2656633	408	0	0.0	141	0	0.0
CR626927.1:265662-265673-266075-266086	2982	0	0.0	959	0	0.0
CR626927.1:2657148-2657161-2657249-2657262	182	0	0.0	92	2	0.02
CR626927.1:2660125-2660139-2660494-2660508	1310	0	0.0	496	0	0.0
CR626927.1:2665316-2665329-2665614-2665627	1312	0	0.0	487	0	0.0
CR626927.1:2667170-2667182-2667676-2667688	760	0	0.0	259	0	0.0
CR626927.1:2671037-2671050-2671702-2671715	230	0	0.0	80	0	0.0
CR626927.1:2673109-2673123-2673522-2673536	306	0	0.0	80	0	0.0
CR626927.1:2682764-2682775-2683012-2683023	10	0	0.0	3	0	0.0
CR626927.1:2683591-2683602-2684250-2684261	2	0	0.0	1	0	0.0
CR626927.1:2684582-2684593-2685305-2685316	8	0	0.0	3	0	0.0
CR626927.1:2687021-2687035-2687148-2687162	2	0	0.0	1	0	0.0
CR626927.1:2688301-2688312-2688807-2688818	12	0	0.0	5	0	0.0
CR626927.1:2689631-2689642-2689898-2689909	4	0	0.0	0	0	NA
CR626927.1:2690274-2690287-2690620-2690633	12	0	0.0	4	0	0.0
CR626927.1:2690799-2690810-2691490-2691501	18	0	0.0	6	0	0.0
CR626927.1:2697019-2697030-2697195-2697206	394	0	0.0	152	0	0.0
CR626927.1:2698818-2698836-2698875-2698893	184	0	0.0	97	1	0.01
CR626927.1:2700626-2700643-2700827-2700844	964	0	0.0	402	0	0.0
CR626927.1:2701526-2701539-2701809-2701822	12	0	0.0	5	0	0.0
CR626927.1:270510-270522-270903-270915	1098	0	0.0	361	0	0.0
CR626927.1:2706723-2706735-2707196-2707208	24	0	0.0	6	0	0.0
CR626927.1:2707296-2707309-2707358-2707371	22	0	0.0	12	0	0.0
CR626927.1:2708355-2708369-2708454-2708468	18	0	0.0	6	0	0.0
CR626927.1:2708814-2708826-2708947-2708959	30	0	0.0	13	0	0.0
CR626927.1:271096-271109-271709-271722	906	0	0.0	308	0	0.0
CR626927.1:2714746-2714757-2715104-2715115	74	0	0.0	28	0	0.0
CR626927.1:2715439-2715452-2715846-2715859	52	0	0.0	19	0	0.0
CR626927.1:2719353-2719366-2719725-2719738	8	0	0.0	3	0	0.0
CR626927.1:2723520-2723533-2723622-2723635	10	0	0.0	6	0	0.0
CR626927.1:2724349-2724360-2724855-2724866	58	0	0.0	18	0	0.0
CR626927.1:2726826-2726839-2727469-2727482	46	0	0.0	13	0	0.0
CR626927.1:272958-272973-273608-273623	880	0	0.0	239	0	0.0
CR626927.1:2730316-2730329-2730418-2730431	756	0	0.0	321	1	0.0
CR626927.1:2731947-2731960-2732437-2732450	564	0	0.0	208	0	0.0
CR626927.1:2733326-2733337-2733822-2733833	430	0	0.0	144	0	0.0
CR626927.1:2736082-2736093-2736232-2736243	232	0	0.0	97	0	0.0
CR626927.1:2736524-2736538-2736615-2736629	260	0	0.0	126	0	0.0
CR626927.1:2737004-2737015-2737143-2737154	444	0	0.0	162	0	0.0
CR626927.1:2748720-2748733-2748863-2748876	604	0	0.0	227	0	0.0
CR626927.1:2748900-2748913-2749057-2749070	686	0	0.0	249	0	0.0
CR626927.1:2751937-2751951-2752560-2752574	716	0	0.0	231	0	0.0
CR626927.1:2755229-2755240-2755410-2755421	6028	0	0.0	2143	0	0.0
CR626927.1:2759441-2759452-2760008-2760019	172	0	0.0	69	0	0.0
CR626927.1:2760036-2760049-2760311-2760324	198	0	0.0	84	0	0.0
CR626927.1:2761557-2761571-2761606-2761620	356	0	0.0	168	2	0.01
CR626927.1:2765830-2765841-2765900-2765911	956	0	0.0	391	5	0.01
CR626927.1:2766204-2766217-2766459-2766472	1196	0	0.0	391	0	0.0
CR626927.1:2772933-2772945-2773432-2773444	450	0	0.0	142	0	0.0
CR626927.1:2783241-2783254-2783870-2783883	1370	0	0.0	497	0	0.0
CR626927.1:2793566-2793579-2794026-2794039	1294	0	0.0	455	0	0.0
CR626927.1:2795224-2795237-2795929-2795942	1020	0	0.0	351	0	0.0
CR626927.1:2796563-2796576-2796613-2796626	92	0	0.0	43	0	0.0
CR626927.1:2805664-2805678-2806286-2806300	170	0	0.0	60	0	0.0
CR626927.1:2810237-2810248-2810449-2810460	2930	0	0.0	1035	0	0.0
CR626927.1:2812338-2812352-2812956-2812970	1634	0	0.0	611	0	0.0
CR626927.1:2813856-2813869-2814223-2814236	530	0	0.0	179	0	0.0
CR626927.1:2814616-2814630-2815258-2815272	1098	0	0.0	356	0	0.0
CR626927.1:2815971-2815982-2816584-2816595	2164	0	0.0	738	0	0.0
CR626927.1:2816817-2816832-2816934-2816949	320	0	0.0	150	1	0.01
CR626927.1:2820377-2820389-2820599-2820611	1226	0	0.0	386	0	0.0
CR626927.1:2821710-2821721-2822048-2822059	250	0	0.0	90	0	0.0
CR626927.1:2826024-2826037-2826603-2826616	240	0	0.0	64	0	0.0
CR626927.1:2829646-2829657-2829776-2829787	148	0	0.0	58	0	0.0
CR626927.1:2831674-2831687-2831901-2831914	358	0	0.0	127	0	0.0
CR626927.1:2834158-2834170-2834217-2834229	2264	0	0.0	2166	113	0.05
CR626927.1:283812-283825-284507-284520	1024	0	0.0	331	0	0.0
CR626927.1:2838346-2838357-2838761-2838772	452	0	0.0	159	0	0.0
CR626927.1:2841266-2841277-2841534-2841545	192	0	0.0	73	0	0.0
CR626927.1:2842958-2842972-2843418-2843432	36	0	0.0	16	0	0.0
CR626927.1:2844707-2844718-2845037-2845048	38	0	0.0	13	0	0.0
CR626927.1:2845679-2845690-2845944-2845955	24	0	0.0	9	0	0.0
CR626927.1:2848223-2848234-2848896-2848907	34	0	0.0	14	0	0.0
CR626927.1:2849972-2849985-2850571-2850584	24	0	0.0	11	0	0.0
CR626927.1:2851096-2851110-2851380-2851394	22	0	0.0	8	0	0.0
CR626927.1:2853602-2853615-2854053-2854066	22	0	0.0	10	0	0.0
CR626927.1:2854655-2854669-2854901-2854915	10	0	0.0	3	0	0.0
CR626927.1:2858707-2858718-2859336-2859347	30	0	0.0	14	0	0.0
CR626927.1:2859533-2859545-2859821-2859833	290	0	0.0	99	0	0.0
CR626927.1:2860099-2860114-2860150-2860165	178	0	0.0	88	0	0.0
CR626927.1:2861002-2861015-2861189-2861202	5108	0	0.0	1848	0	0.0
CR626927.1:2863786-2863799-2863975-2863988	3160	0	0.0	1167	0	0.0
CR626927.1:2864247-2864258-2864716-2864727	2384	0	0.0	804	0	0.0
CR626927.1:2868525-2868536-2869084-2869095	686	0	0.0	267	0	0.0
CR626927.1:2869743-2869756-2870134-2870147	484	0	0.0	163	0	0.0
CR626927.1:2870170-2870181-2870511-2870522	1538	2	0.0	503	0	0.0
CR626927.1:2874064-2874075-2874109-2874120	296	0	0.0	134	6	0.04
CR626927.1:287643-287656-288093-288106	1798	0	0.0	618	0	0.0
CR626927.1:2878366-2878380-2878635-2878649	1372	0	0.0	502	0	0.0
CR626927.1:2880335-2880348-2880924-2880937	634	0	0.0	201	0	0.0
CR626927.1:2882202-2882216-2882651-2882665	8	0	0.0	4	0	0.0
CR626927.1:2883673-2883686-2883787-2883800	374	0	0.0	162	0	0.0
CR626927.1:2885208-2885221-2885572-2885585	254	0	0.0	94	0	0.0
CR626927.1:288865-288878-289252-289265	1500	0	0.0	543	0	0.0
CR626927.1:2888921-2888932-2888966-2888977	804	0	0.0	434	8	0.02
CR626927.1:289734-289748-289925-289939	656	0	0.0	225	0	0.0
CR626927.1:2906324-2906336-2906435-2906447	572	0	0.0	255	6	0.02
CR626927.1:2906926-2906939-2907445-2907458	1168	0	0.0	414	0	0.0
CR626927.1:2909389-2909402-2910046-2910059	1030	0	0.0	362	0	0.0
CR626927.1:2912058-2912073-2912216-2912231	1194	0	0.0	443	2	0.0
CR626927.1:2913219-2913232-2913589-2913602	1290	0	0.0	394	0	0.0
