ID	Pe_F	Pe_R	Pe_ratio	Span_F	Span_R	Span_ratio
CR626927.1:2033303-2033314-2033871-2033882	0	0	NA	0	0	NA
CR626927.1:2035557-2035569-2035771-2035783	0	0	NA	0	0	NA
CR626927.1:2036016-2036028-2036226-2036238	0	0	NA	0	0	NA
CR626927.1:2037502-2037516-2038080-2038094	0	0	NA	0	0	NA
CR626927.1:2038246-2038257-2038742-2038753	0	0	NA	0	0	NA
CR626927.1:2039108-2039121-2039282-2039295	0	0	NA	0	0	NA
CR626927.1:2040193-2040207-2040502-2040516	0	0	NA	0	0	NA
CR626927.1:204059-204072-204378-204391	0	0	NA	0	0	NA
CR626927.1:2040911-2040922-2041338-2041349	0	0	NA	0	0	NA
CR626927.1:2043646-2043661-2044084-2044099	0	0	NA	0	0	NA
CR626927.1:2044334-2044347-2045070-2045083	0	0	NA	0	0	NA
CR626927.1:2045583-2045597-2045678-2045692	0	0	NA	0	0	NA
CR626927.1:2048967-2048978-2049507-2049518	0	0	NA	0	0	NA
CR626927.1:205160-205173-205767-205780	0	0	NA	0	0	NA
CR626927.1:2053610-2053621-2053939-2053950	0	0	NA	0	0	NA
CR626927.1:2054015-2054026-2054288-2054299	0	0	NA	0	0	NA
CR626927.1:2054596-2054607-2055303-2055314	0	0	NA	0	0	NA
CR626927.1:2055398-2055409-2055677-2055688	0	0	NA	0	0	NA
CR626927.1:2056389-2056402-2056861-2056874	0	0	NA	0	0	NA
CR626927.1:2059036-2059047-2059567-2059578	0	0	NA	0	0	NA
CR626927.1:2059928-2059939-2060532-2060543	0	0	NA	0	0	NA
CR626927.1:2064961-2064974-2065274-2065287	0	0	NA	0	0	NA
CR626927.1:2066035-2066046-2066748-2066759	0	0	NA	0	0	NA
CR626927.1:2067019-2067032-2067289-2067302	0	0	NA	0	0	NA
CR626927.1:206749-206762-207031-207044	0	0	NA	0	0	NA
CR626927.1:2069906-2069918-2070391-2070403	0	0	NA	0	0	NA
CR626927.1:2077226-2077239-2077802-2077815	0	0	NA	0	0	NA
CR626927.1:2078649-2078663-2078776-2078790	0	0	NA	0	0	NA
CR626927.1:2081185-2081198-2081673-2081686	0	0	NA	0	0	NA
CR626927.1:2082665-2082678-2082882-2082895	0	0	NA	0	0	NA
CR626927.1:2083918-2083931-2084636-2084649	0	0	NA	0	0	NA
CR626927.1:208941-208972-209425-209456	0	0	NA	0	0	NA
CR626927.1:2097000-2097013-2097149-2097162	0	0	NA	0	0	NA
CR626927.1:2097494-2097505-2098042-2098053	0	0	NA	0	0	NA
CR626927.1:2099082-2099093-2099610-2099621	0	0	NA	0	0	NA
CR626927.1:2101646-2101660-2102334-2102348	0	0	NA	0	0	NA
CR626927.1:2106164-2106175-2106279-2106290	0	0	NA	0	0	NA
CR626927.1:2106553-2106569-2106730-2106746	0	0	NA	0	0	NA
CR626927.1:211208-211219-211615-211626	0	0	NA	0	0	NA
CR626927.1:2112335-2112346-2113072-2113083	0	0	NA	0	0	NA
CR626927.1:2114973-2114984-2115168-2115179	0	0	NA	0	0	NA
CR626927.1:2119-2132-2382-2395	0	0	NA	0	0	NA
CR626927.1:2119129-2119140-2119799-2119810	0	0	NA	0	0	NA
CR626927.1:2120726-2120739-2120966-2120979	0	0	NA	0	0	NA
CR626927.1:212166-212179-212749-212762	0	0	NA	0	0	NA
CR626927.1:2122322-2122336-2122753-2122767	0	0	NA	0	0	NA
CR626927.1:2122845-2122859-2123052-2123066	0	0	NA	0	0	NA
CR626927.1:2123484-2123497-2123811-2123824	0	0	NA	0	0	NA
CR626927.1:2123879-2123893-2124432-2124446	0	0	NA	0	0	NA
CR626927.1:2126462-2126475-2126696-2126709	0	0	NA	0	0	NA
CR626927.1:2126746-2126759-2127305-2127318	0	0	NA	0	0	NA
CR626927.1:2129280-2129293-2129845-2129858	0	0	NA	0	0	NA
CR626927.1:2130283-2130302-2130373-2130392	0	0	NA	0	0	NA
CR626927.1:2148259-2148272-2148373-2148386	0	0	NA	0	0	NA
CR626927.1:2148467-2148479-2148857-2148869	0	0	NA	0	0	NA
CR626927.1:2154128-2154144-2154514-2154530	0	0	NA	0	0	NA
CR626927.1:2154798-2154817-2155346-2155365	0	0	NA	0	0	NA
CR626927.1:2156610-2156623-2156827-2156840	0	0	NA	0	0	NA
CR626927.1:2156970-2156981-2157463-2157474	0	0	NA	0	0	NA
CR626927.1:2163963-2163974-2164008-2164019	0	0	NA	0	0	NA
CR626927.1:2167460-2167473-2167822-2167835	0	0	NA	0	0	NA
CR626927.1:2168779-2168792-2169043-2169056	0	0	NA	0	0	NA
CR626927.1:2169342-2169355-2169614-2169627	0	0	NA	0	0	NA
CR626927.1:2172381-2172395-2172747-2172761	0	0	NA	0	0	NA
CR626927.1:2174978-2174991-2175178-2175191	0	0	NA	0	0	NA
CR626927.1:2177049-2177063-2177742-2177756	0	0	NA	0	0	NA
CR626927.1:2186202-2186216-2186639-2186653	0	0	NA	0	0	NA
CR626927.1:2195565-2195576-2195799-2195810	0	0	NA	0	0	NA
CR626927.1:2197100-2197115-2197728-2197743	0	0	NA	0	0	NA
CR626927.1:219895-219906-220444-220455	0	0	NA	0	0	NA
CR626927.1:22042-22056-22616-22630	0	0	NA	0	0	NA
CR626927.1:2205203-2205216-2205304-2205317	0	0	NA	0	0	NA
CR626927.1:2207447-2207461-2207827-2207841	0	0	NA	0	0	NA
CR626927.1:220974-220987-221297-221310	0	0	NA	0	0	NA
CR626927.1:2216204-2216217-2216254-2216267	0	0	NA	0	0	NA
CR626927.1:2217128-2217139-2217589-2217600	0	0	NA	0	0	NA
CR626927.1:2218597-2218611-2219285-2219299	0	0	NA	0	0	NA
CR626927.1:2219411-2219422-2220009-2220020	0	0	NA	0	0	NA
CR626927.1:2231139-2231151-2231259-2231271	0	0	NA	0	0	NA
CR626927.1:2231439-2231454-2232005-2232020	0	0	NA	0	0	NA
CR626927.1:2234283-2234297-2234995-2235009	0	0	NA	0	0	NA
CR626927.1:2238115-2238130-2238800-2238815	0	0	NA	0	0	NA
CR626927.1:2241056-2241067-2241462-2241473	0	0	NA	0	0	NA
CR626927.1:2242310-2242323-2242929-2242942	0	0	NA	0	0	NA
CR626927.1:2246172-2246185-2246233-2246246	0	0	NA	0	0	NA
CR626927.1:2247600-2247613-2247703-2247716	0	0	NA	0	0	NA
CR626927.1:225720-225733-226195-226208	0	0	NA	0	0	NA
CR626927.1:2266572-2266585-2267139-2267152	0	0	NA	0	0	NA
CR626927.1:2269330-2269343-2269848-2269861	0	0	NA	0	0	NA
CR626927.1:2273710-2273723-2274126-2274139	0	0	NA	0	0	NA
CR626927.1:2280920-2280933-2281045-2281058	0	0	NA	0	0	NA
CR626927.1:2282839-2282859-2283112-2283132	0	0	NA	0	0	NA
CR626927.1:2286397-2286410-2286687-2286700	0	0	NA	0	0	NA
CR626927.1:2289354-2289370-2289401-2289417	0	0	NA	0	0	NA
CR626927.1:2299669-2299680-2299965-2299976	0	0	NA	0	0	NA
CR626927.1:2301232-2301245-2301486-2301499	0	0	NA	0	0	NA
CR626927.1:2306369-2306382-2307011-2307024	0	0	NA	0	0	NA
CR626927.1:2309617-2309630-2310011-2310024	0	0	NA	0	0	NA
CR626927.1:2312108-2312122-2312436-2312450	0	0	NA	0	0	NA
CR626927.1:231232-231245-231885-231898	0	0	NA	0	0	NA
CR626927.1:2316402-2316413-2316709-2316720	0	0	NA	0	0	NA
CR626927.1:2318104-2318117-2318164-2318177	0	0	NA	0	0	NA
CR626927.1:2318729-2318740-2319205-2319216	0	0	NA	0	0	NA
CR626927.1:2319873-2319887-2320285-2320299	0	0	NA	0	0	NA
CR626927.1:2325751-2325766-2326175-2326190	0	0	NA	0	0	NA
CR626927.1:2327204-2327219-2327369-2327384	0	0	NA	0	0	NA
CR626927.1:2339713-2339724-2339959-2339970	0	0	NA	0	0	NA
CR626927.1:2340381-2340392-2340675-2340686	0	0	NA	0	0	NA
CR626927.1:2341726-2341737-2341823-2341834	0	0	NA	0	0	NA
CR626927.1:23428-23439-23914-23925	0	0	NA	0	0	NA
CR626927.1:2344240-2344254-2344683-2344697	0	0	NA	0	0	NA
CR626927.1:2344887-2344900-2345356-2345369	0	0	NA	0	0	NA
CR626927.1:2345532-2345543-2345979-2345990	0	0	NA	0	0	NA
CR626927.1:234661-234673-235157-235169	0	0	NA	0	0	NA
CR626927.1:2348297-2348312-2348442-2348457	0	0	NA	0	0	NA
CR626927.1:2352499-2352512-2352837-2352850	0	0	NA	0	0	NA
CR626927.1:2355875-2355889-2356329-2356343	0	0	NA	0	0	NA
CR626927.1:2356385-2356396-2356846-2356857	0	0	NA	0	0	NA
CR626927.1:2362946-2362959-2363608-2363621	0	0	NA	0	0	NA
CR626927.1:2365959-2365971-2366123-2366135	0	0	NA	0	0	NA
CR626927.1:2371975-2371988-2372315-2372328	0	0	NA	0	0	NA
CR626927.1:2372463-2372476-2373100-2373113	0	0	NA	0	0	NA
CR626927.1:237286-237297-237913-237924	0	0	NA	0	0	NA
CR626927.1:2374366-2374378-2374665-2374677	0	0	NA	0	0	NA
CR626927.1:2377038-2377050-2377102-2377114	0	0	NA	0	0	NA
CR626927.1:2378877-2378888-2379433-2379444	0	0	NA	0	0	NA
CR626927.1:2380291-2380311-2381010-2381030	0	0	NA	0	0	NA
CR626927.1:2381290-2381304-2381548-2381562	0	0	NA	0	0	NA
CR626927.1:2388043-2388054-2388259-2388270	0	0	NA	0	0	NA
CR626927.1:2388375-2388388-2388860-2388873	0	0	NA	0	0	NA
CR626927.1:238895-238908-239339-239352	0	0	NA	0	0	NA
CR626927.1:2390722-2390733-2391305-2391316	0	0	NA	0	0	NA
CR626927.1:2393068-2393090-2393159-2393181	0	0	NA	0	0	NA
CR626927.1:2395327-2395340-2395533-2395546	0	0	NA	0	0	NA
CR626927.1:2396974-2396987-2397312-2397325	0	0	NA	0	0	NA
CR626927.1:2398391-2398402-2399003-2399014	0	0	NA	0	0	NA
CR626927.1:2401625-2401640-2402183-2402198	0	0	NA	0	0	NA
CR626927.1:2402878-2402889-2403280-2403291	0	0	NA	0	0	NA
CR626927.1:2403702-2403715-2404125-2404138	0	0	NA	0	0	NA
CR626927.1:2405813-2405826-2405968-2405981	0	0	NA	0	0	NA
CR626927.1:2406646-2406666-2406725-2406745	0	0	NA	0	0	NA
CR626927.1:2407282-2407295-2407827-2407840	0	0	NA	0	0	NA
CR626927.1:2408026-2408042-2408157-2408173	0	0	NA	0	0	NA
CR626927.1:2409937-2409948-2410113-2410124	0	0	NA	0	0	NA
CR626927.1:2416549-2416583-2416917-2416951	0	0	NA	0	0	NA
CR626927.1:2417060-2417074-2417112-2417126	0	0	NA	0	0	NA
CR626927.1:2422717-2422731-2422931-2422945	0	0	NA	0	0	NA
CR626927.1:2424481-2424503-2424555-2424577	0	0	NA	0	0	NA
CR626927.1:2425965-2425985-2426031-2426051	0	0	NA	0	0	NA
CR626927.1:2429230-2429241-2429593-2429604	0	0	NA	0	0	NA
CR626927.1:2431314-2431329-2431405-2431420	0	0	NA	0	0	NA
CR626927.1:2433200-2433212-2433631-2433643	0	0	NA	0	0	NA
CR626927.1:2436191-2436204-2436649-2436662	0	0	NA	0	0	NA
CR626927.1:2437822-2437833-2438332-2438343	0	0	NA	0	0	NA
CR626927.1:2438664-2438678-2439231-2439245	0	0	NA	0	0	NA
CR626927.1:243906-243917-244462-244473	0	0	NA	0	0	NA
CR626927.1:2439672-2439686-2439859-2439873	0	0	NA	0	0	NA
CR626927.1:2442141-2442169-2442231-2442259	0	0	NA	0	0	NA
CR626927.1:2442643-2442655-2442753-2442765	0	0	NA	0	0	NA
CR626927.1:2451903-2451919-2452051-2452067	0	0	NA	0	0	NA
CR626927.1:2454344-2454358-2454647-2454661	0	0	NA	0	0	NA
CR626927.1:2456079-2456091-2456234-2456246	0	0	NA	0	0	NA
CR626927.1:2460825-2460840-2460901-2460916	0	0	NA	0	0	NA
CR626927.1:2462346-2462359-2462419-2462432	0	0	NA	0	0	NA
CR626927.1:2465155-2465168-2465427-2465440	0	0	NA	0	0	NA
CR626927.1:2466723-2466734-2467001-2467012	0	0	NA	0	0	NA
CR626927.1:2468676-2468689-2469004-2469017	0	0	NA	0	0	NA
CR626927.1:2469329-2469349-2469415-2469435	0	0	NA	0	0	NA
CR626927.1:2470804-2470818-2470914-2470928	0	0	NA	0	0	NA
CR626927.1:2470994-2471008-2471342-2471356	0	0	NA	0	0	NA
CR626927.1:2471718-2471729-2471982-2471993	0	0	NA	0	0	NA
CR626927.1:2472041-2472055-2472756-2472770	0	0	NA	0	0	NA
CR626927.1:2472895-2472908-2473056-2473069	0	0	NA	0	0	NA
CR626927.1:2474700-2474714-2475159-2475173	0	0	NA	0	0	NA
CR626927.1:2476541-2476552-2476687-2476698	0	0	NA	0	0	NA
CR626927.1:2479412-2479425-2479574-2479587	0	0	NA	0	0	NA
CR626927.1:247969-247982-248221-248234	0	0	NA	0	0	NA
CR626927.1:2480397-2480410-2480999-2481012	0	0	NA	0	0	NA
CR626927.1:2481215-2481227-2481829-2481841	0	0	NA	0	0	NA
CR626927.1:2482030-2482041-2482673-2482684	0	0	NA	0	0	NA
CR626927.1:2483635-2483647-2483715-2483727	0	0	NA	0	0	NA
CR626927.1:2484092-2484105-2484351-2484364	0	0	NA	0	0	NA
CR626927.1:2485910-2485923-2486639-2486652	0	0	NA	0	0	NA
CR626927.1:2486720-2486733-2486771-2486784	0	0	NA	0	0	NA
CR626927.1:248860-248874-249246-249260	0	0	NA	0	0	NA
CR626927.1:2491751-2491765-2492192-2492206	0	0	NA	0	0	NA
CR626927.1:24943-24965-25073-25095	0	0	NA	0	0	NA
CR626927.1:249604-249619-250176-250191	0	0	NA	0	0	NA
CR626927.1:2497462-2497475-2497742-2497755	0	0	NA	0	0	NA
CR626927.1:2505364-2505378-2505459-2505473	0	0	NA	0	0	NA
CR626927.1:2506901-2506916-2507141-2507156	0	0	NA	0	0	NA
CR626927.1:2511001-2511016-2511307-2511322	0	0	NA	0	0	NA
CR626927.1:2511840-2511853-2512487-2512500	0	0	NA	0	0	NA
CR626927.1:2512951-2512965-2513185-2513199	0	0	NA	0	0	NA
CR626927.1:2513714-2513725-2514407-2514418	0	0	NA	0	0	NA
CR626927.1:2514762-2514777-2515394-2515409	0	0	NA	0	0	NA
CR626927.1:2515929-2515942-2516590-2516603	0	0	NA	0	0	NA
CR626927.1:251802-251816-252328-252342	0	0	NA	0	0	NA
CR626927.1:2525515-2525528-2526115-2526128	0	0	NA	0	0	NA
CR626927.1:2529605-2529617-2529726-2529738	0	0	NA	0	0	NA
CR626927.1:2530364-2530377-2530633-2530646	0	0	NA	0	0	NA
CR626927.1:2531388-2531401-2531457-2531470	0	0	NA	0	0	NA
CR626927.1:2531942-2531955-2532225-2532238	0	0	NA	0	0	NA
CR626927.1:2539138-2539151-2539575-2539588	0	0	NA	0	0	NA
CR626927.1:2540694-2540709-2541212-2541227	0	0	NA	0	0	NA
CR626927.1:2544175-2544195-2544322-2544342	0	0	NA	0	0	NA
CR626927.1:2545431-2545445-2545491-2545505	0	0	NA	0	0	NA
CR626927.1:2548568-2548582-2548628-2548642	0	0	NA	0	0	NA
CR626927.1:2550930-2550941-2551324-2551335	0	0	NA	0	0	NA
CR626927.1:2552341-2552356-2552420-2552435	0	0	NA	0	0	NA
CR626927.1:2556028-2556042-2556530-2556544	0	0	NA	0	0	NA
CR626927.1:2557480-2557491-2557568-2557579	0	0	NA	0	0	NA
CR626927.1:2558376-2558389-2558795-2558808	0	0	NA	0	0	NA
CR626927.1:2564636-2564649-2564820-2564833	0	0	NA	0	0	NA
CR626927.1:2565350-2565361-2565960-2565971	0	0	NA	0	0	NA
CR626927.1:256910-256924-257297-257311	0	0	NA	0	0	NA
CR626927.1:2574237-2574249-2574528-2574540	0	0	NA	0	0	NA
CR626927.1:2576088-2576103-2576146-2576161	0	0	NA	0	0	NA
CR626927.1:2577661-2577674-2577972-2577985	0	0	NA	0	0	NA
CR626927.1:2579159-2579172-2579687-2579700	0	0	NA	0	0	NA
CR626927.1:2581605-2581616-2582281-2582292	0	0	NA	0	0	NA
CR626927.1:2583207-2583220-2583411-2583424	0	0	NA	0	0	NA
CR626927.1:258971-258985-259486-259500	0	0	NA	0	0	NA
CR626927.1:2590529-2590542-2590663-2590676	0	0	NA	0	0	NA
CR626927.1:2594229-2594240-2594760-2594771	0	0	NA	0	0	NA
CR626927.1:2596106-2596117-2596644-2596655	0	0	NA	0	0	NA
CR626927.1:2597267-2597280-2597878-2597891	0	0	NA	0	0	NA
CR626927.1:2598476-2598489-2599099-2599112	0	0	NA	0	0	NA
CR626927.1:2599127-2599138-2599730-2599741	0	0	NA	0	0	NA
CR626927.1:2603463-2603474-2604036-2604047	0	0	NA	0	0	NA
CR626927.1:2607399-2607412-2608010-2608023	0	0	NA	0	0	NA
CR626927.1:2609589-2609600-2609885-2609896	0	0	NA	0	0	NA
CR626927.1:2614201-2614215-2614669-2614683	0	0	NA	0	0	NA
CR626927.1:2622601-2622615-2622650-2622664	0	0	NA	0	0	NA
CR626927.1:2623235-2623249-2623490-2623504	0	0	NA	0	0	NA
CR626927.1:2624805-2624818-2625138-2625151	0	0	NA	0	0	NA
CR626927.1:2629276-2629289-2629857-2629870	0	0	NA	0	0	NA
CR626927.1:2633407-2633418-2634061-2634072	0	0	NA	0	0	NA
CR626927.1:263346-263357-263608-263619	0	0	NA	0	0	NA
CR626927.1:2634233-2634244-2634767-2634778	0	0	NA	0	0	NA
CR626927.1:2635691-2635704-2636169-2636182	0	0	NA	0	0	NA
CR626927.1:2639603-2639616-2639901-2639914	0	0	NA	0	0	NA
CR626927.1:2643533-2643552-2643867-2643886	0	0	NA	0	0	NA
CR626927.1:2644717-2644728-2645241-2645252	0	0	NA	0	0	NA
CR626927.1:2646093-2646104-2646175-2646186	0	0	NA	0	0	NA
CR626927.1:2647660-2647673-2647894-2647907	0	0	NA	0	0	NA
CR626927.1:2652711-2652726-2652789-2652804	0	0	NA	0	0	NA
CR626927.1:2655756-2655768-2655983-2655995	0	0	NA	0	0	NA
CR626927.1:2656219-2656232-2656620-2656633	0	0	NA	0	0	NA
CR626927.1:265662-265673-266075-266086	0	0	NA	0	0	NA
CR626927.1:2657148-2657161-2657249-2657262	0	0	NA	0	0	NA
CR626927.1:2660125-2660139-2660494-2660508	0	0	NA	0	0	NA
CR626927.1:2665316-2665329-2665614-2665627	0	0	NA	0	0	NA
CR626927.1:2667170-2667182-2667676-2667688	0	0	NA	0	0	NA
CR626927.1:2671037-2671050-2671702-2671715	0	0	NA	0	0	NA
CR626927.1:2673109-2673123-2673522-2673536	0	0	NA	0	0	NA
CR626927.1:2681553-2681567-2682152-2682166	0	0	NA	0	0	NA
CR626927.1:2682764-2682775-2683012-2683023	0	0	NA	0	0	NA
CR626927.1:2683591-2683602-2684250-2684261	0	0	NA	0	0	NA
CR626927.1:2684582-2684593-2685305-2685316	0	0	NA	0	0	NA
CR626927.1:2687021-2687035-2687148-2687162	0	0	NA	0	0	NA
CR626927.1:2688301-2688312-2688807-2688818	0	0	NA	0	0	NA
CR626927.1:2689631-2689642-2689898-2689909	0	0	NA	0	0	NA
CR626927.1:2690274-2690287-2690620-2690633	0	0	NA	0	0	NA
CR626927.1:2690799-2690810-2691490-2691501	0	0	NA	0	0	NA
CR626927.1:2697019-2697030-2697195-2697206	0	0	NA	0	0	NA
CR626927.1:2698818-2698836-2698875-2698893	0	0	NA	0	0	NA
CR626927.1:2700626-2700643-2700827-2700844	0	0	NA	0	0	NA
CR626927.1:2701526-2701539-2701809-2701822	0	0	NA	0	0	NA
CR626927.1:270510-270522-270903-270915	0	0	NA	0	0	NA
CR626927.1:2706723-2706735-2707196-2707208	0	0	NA	0	0	NA
CR626927.1:2707296-2707309-2707358-2707371	0	0	NA	0	0	NA
CR626927.1:2708355-2708369-2708454-2708468	0	0	NA	0	0	NA
CR626927.1:2708814-2708826-2708947-2708959	0	0	NA	0	0	NA
CR626927.1:271096-271109-271709-271722	0	0	NA	0	0	NA
CR626927.1:2714746-2714757-2715104-2715115	0	0	NA	0	0	NA
CR626927.1:2715439-2715452-2715846-2715859	0	0	NA	0	0	NA
CR626927.1:2719353-2719366-2719725-2719738	0	0	NA	0	0	NA
CR626927.1:2723520-2723533-2723622-2723635	0	0	NA	0	0	NA
CR626927.1:2724349-2724360-2724855-2724866	0	0	NA	0	0	NA
CR626927.1:2726826-2726839-2727469-2727482	0	0	NA	0	0	NA
CR626927.1:272958-272973-273608-273623	0	0	NA	0	0	NA
CR626927.1:2730316-2730329-2730418-2730431	0	0	NA	0	0	NA
CR626927.1:2731947-2731960-2732437-2732450	0	0	NA	0	0	NA
CR626927.1:2733326-2733337-2733822-2733833	0	0	NA	0	0	NA
CR626927.1:2736082-2736093-2736232-2736243	0	0	NA	0	0	NA
CR626927.1:2736524-2736538-2736615-2736629	0	0	NA	0	0	NA
CR626927.1:2737004-2737015-2737143-2737154	0	0	NA	0	0	NA
CR626927.1:2748720-2748733-2748863-2748876	0	0	NA	0	0	NA
CR626927.1:2748900-2748913-2749057-2749070	0	0	NA	0	0	NA
CR626927.1:2751937-2751951-2752560-2752574	0	0	NA	0	0	NA
CR626927.1:2755229-2755240-2755410-2755421	0	0	NA	0	0	NA
CR626927.1:2759441-2759452-2760008-2760019	0	0	NA	0	0	NA
CR626927.1:2760036-2760049-2760311-2760324	0	0	NA	0	0	NA
CR626927.1:2761557-2761571-2761606-2761620	0	0	NA	0	0	NA
CR626927.1:2765830-2765841-2765900-2765911	0	0	NA	0	0	NA
CR626927.1:2766204-2766217-2766459-2766472	0	0	NA	0	0	NA
CR626927.1:2772933-2772945-2773432-2773444	0	0	NA	0	0	NA
CR626927.1:2783241-2783254-2783870-2783883	0	0	NA	0	0	NA
CR626927.1:2793566-2793579-2794026-2794039	0	0	NA	0	0	NA
CR626927.1:2795224-2795237-2795929-2795942	0	0	NA	0	0	NA
CR626927.1:2796563-2796576-2796613-2796626	0	0	NA	0	0	NA
CR626927.1:2805664-2805678-2806286-2806300	0	0	NA	0	0	NA
CR626927.1:2810237-2810248-2810449-2810460	0	0	NA	0	0	NA
CR626927.1:2812338-2812352-2812956-2812970	0	0	NA	0	0	NA
CR626927.1:2813856-2813869-2814223-2814236	0	0	NA	0	0	NA
CR626927.1:2814616-2814630-2815258-2815272	0	0	NA	0	0	NA
CR626927.1:2815971-2815982-2816584-2816595	0	0	NA	0	0	NA
CR626927.1:2816817-2816832-2816934-2816949	0	0	NA	0	0	NA
CR626927.1:2820377-2820389-2820599-2820611	0	0	NA	0	0	NA
CR626927.1:2821710-2821721-2822048-2822059	0	0	NA	0	0	NA
CR626927.1:2826024-2826037-2826603-2826616	0	0	NA	0	0	NA
CR626927.1:2829646-2829657-2829776-2829787	0	0	NA	0	0	NA
CR626927.1:2831674-2831687-2831901-2831914	0	0	NA	0	0	NA
CR626927.1:2834158-2834170-2834217-2834229	0	0	NA	0	0	NA
CR626927.1:283812-283825-284507-284520	0	0	NA	0	0	NA
CR626927.1:2838346-2838357-2838761-2838772	0	0	NA	0	0	NA
CR626927.1:2841266-2841277-2841534-2841545	0	0	NA	0	0	NA
CR626927.1:2842958-2842972-2843418-2843432	0	0	NA	0	0	NA
CR626927.1:2844707-2844718-2845037-2845048	0	0	NA	0	0	NA
CR626927.1:2845679-2845690-2845944-2845955	0	0	NA	0	0	NA
CR626927.1:2848223-2848234-2848896-2848907	0	0	NA	0	0	NA
CR626927.1:2849972-2849985-2850571-2850584	0	0	NA	0	0	NA
CR626927.1:2851096-2851110-2851380-2851394	0	0	NA	0	0	NA
CR626927.1:2853602-2853615-2854053-2854066	0	0	NA	0	0	NA
CR626927.1:2854655-2854669-2854901-2854915	0	0	NA	0	0	NA
CR626927.1:2858707-2858718-2859336-2859347	0	0	NA	0	0	NA
CR626927.1:2859533-2859545-2859821-2859833	0	0	NA	0	0	NA
CR626927.1:2860099-2860114-2860150-2860165	0	0	NA	0	0	NA
CR626927.1:2861002-2861015-2861189-2861202	0	0	NA	0	0	NA
CR626927.1:2863786-2863799-2863975-2863988	0	0	NA	0	0	NA
CR626927.1:2864247-2864258-2864716-2864727	0	0	NA	0	0	NA
CR626927.1:2868525-2868536-2869084-2869095	0	0	NA	0	0	NA
CR626927.1:2869743-2869756-2870134-2870147	0	0	NA	0	0	NA
CR626927.1:2870170-2870181-2870511-2870522	0	0	NA	0	0	NA
CR626927.1:2874064-2874075-2874109-2874120	0	0	NA	0	0	NA
CR626927.1:287643-287656-288093-288106	0	0	NA	0	0	NA
CR626927.1:2878366-2878380-2878635-2878649	0	0	NA	0	0	NA
CR626927.1:2880335-2880348-2880924-2880937	0	0	NA	0	0	NA
CR626927.1:2882202-2882216-2882651-2882665	0	0	NA	0	0	NA
CR626927.1:2883673-2883686-2883787-2883800	0	0	NA	0	0	NA
CR626927.1:2885208-2885221-2885572-2885585	0	0	NA	0	0	NA
CR626927.1:288865-288878-289252-289265	0	0	NA	0	0	NA
CR626927.1:2888921-2888932-2888966-2888977	0	0	NA	0	0	NA
CR626927.1:289734-289748-289925-289939	0	0	NA	0	0	NA
CR626927.1:2906324-2906336-2906435-2906447	0	0	NA	0	0	NA
CR626927.1:2906926-2906939-2907445-2907458	0	0	NA	0	0	NA
CR626927.1:2909389-2909402-2910046-2910059	0	0	NA	0	0	NA
CR626927.1:2912058-2912073-2912216-2912231	0	0	NA	0	0	NA
CR626927.1:2913219-2913232-2913589-2913602	0	0	NA	0	0	NA
CR626927.1:2914974-2914987-2915697-2915710	0	0	NA	0	0	NA
CR626927.1:2916915-2916926-2917413-2917424	0	0	NA	0	0	NA
CR626927.1:2917634-2917647-2917849-2917862	0	0	NA	0	0	NA
CR626927.1:2922793-2922806-2922876-2922889	0	0	NA	0	0	NA
CR626927.1:292380-292393-292916-292929	0	0	NA	0	0	NA
CR626927.1:2924343-2924354-2924874-2924885	0	0	NA	0	0	NA
CR626927.1:2925779-2925792-2925869-2925882	0	0	NA	0	0	NA
CR626927.1:2927477-2927490-2928118-2928131	0	0	NA	0	0	NA
CR626927.1:2931028-2931041-2931390-2931403	0	0	NA	0	0	NA
CR626927.1:2939043-2939060-2939146-2939163	0	0	NA	0	0	NA
CR626927.1:2940010-2940024-2940067-2940081	0	0	NA	0	0	NA
CR626927.1:2940576-2940587-2941308-2941319	0	0	NA	0	0	NA
CR626927.1:2946028-2946039-2946573-2946584	0	0	NA	0	0	NA
CR626927.1:2954074-2954085-2954616-2954627	0	0	NA	0	0	NA
CR626927.1:2955668-2955700-2956082-2956114	0	0	NA	0	0	NA
CR626927.1:2963552-2963563-2964093-2964104	0	0	NA	0	0	NA
CR626927.1:2967783-2967796-2968397-2968410	0	0	NA	0	0	NA
CR626927.1:2969739-2969752-2970177-2970190	0	0	NA	0	0	NA
CR626927.1:2977845-2977862-2978071-2978088	0	0	NA	0	0	NA
CR626927.1:2978432-2978443-2979004-2979015	0	0	NA	0	0	NA
CR626927.1:2979722-2979743-2979805-2979826	0	0	NA	0	0	NA
CR626927.1:2981158-2981171-2981531-2981544	0	0	NA	0	0	NA
CR626927.1:2981580-2981593-2982266-2982279	0	0	NA	0	0	NA
CR626927.1:2982956-2982976-2983010-2983030	0	0	NA	0	0	NA
CR626927.1:2983389-2983402-2983925-2983938	0	0	NA	0	0	NA
CR626927.1:2984294-2984308-2984684-2984698	0	0	NA	0	0	NA
CR626927.1:2986056-2986070-2986167-2986181	0	0	NA	0	0	NA
CR626927.1:2987002-2987015-2987152-2987165	0	0	NA	0	0	NA
CR626927.1:2987561-2987574-2987666-2987679	0	0	NA	0	0	NA
CR626927.1:299108-299121-299828-299841	0	0	NA	0	0	NA
CR626927.1:2991485-2991498-2991962-2991975	0	0	NA	0	0	NA
